,Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
615,"Krishnarajanagara, Karnataka, India",09-09-2011,22.9,22.9,22.9,,,3,,,3.6,270,,2,40,85.82,"Rain, Partially cloudy"
616,"Krishnarajanagara, Karnataka, India",09-10-2011,22.2,22.2,22.2,,,3.81,,,3.2,255,,2,69,90.93,"Rain, Partially cloudy"
617,"Krishnarajanagara, Karnataka, India",09-11-2011,22.2,22.2,22.2,,,25,,,3.2,250,,2,59,85.74,"Rain, Partially cloudy"
618,"Krishnarajanagara, Karnataka, India",09-12-2011,22.4,22.4,22.4,,,3.93,,,3.2,250,,1.8,61.3,85.28,"Rain, Partially cloudy"
619,"Krishnarajanagara, Karnataka, India",09/13/2011,22.2,22.2,22.2,,,11.55,,,3.2,270,,1.8,69,86.98,"Rain, Partially cloudy"
620,"Krishnarajanagara, Karnataka, India",09/14/2011,21.8,21.8,21.8,,,14,,,1.4,230,,1.5,84.5,86.67,"Rain, Overcast"
621,"Krishnarajanagara, Karnataka, India",09/15/2011,21.5,21.5,21.5,,,6.26,,,2.8,270,,1.8,84.5,88.98,"Rain, Overcast"
622,"Krishnarajanagara, Karnataka, India",09/16/2011,22.4,22.4,22.4,,,10.32,,,2.8,230,,1.8,69,87.97,"Rain, Partially cloudy"
623,"Krishnarajanagara, Karnataka, India",09/17/2011,21.7,21.7,21.7,,,6,,,0,,,2,82.3,89.03,"Rain, Overcast"
624,"Krishnarajanagara, Karnataka, India",09/18/2011,21.7,21.7,21.7,,,5,,,2.8,270,,2,64.5,87.7,"Rain, Partially cloudy"
625,"Krishnarajanagara, Karnataka, India",09/19/2011,22.3,22.3,22.3,,,31,,,2.8,250,,2,53.5,85.51,"Rain, Partially cloudy"
626,"Krishnarajanagara, Karnataka, India",09/20/2011,22.5,22.5,22.5,,,8,,,1.4,230,,2,82.3,84.93,"Rain, Overcast"
627,"Krishnarajanagara, Karnataka, India",09/21/2011,22.1,22.1,22.1,,,7.87,,,3.2,281,,2,59,84.02,"Rain, Partially cloudy"
628,"Krishnarajanagara, Karnataka, India",09/22/2011,21.4,21.4,21.4,,,4,,,3.2,297,,2,25.8,82.82,"Rain, Partially cloudy"
629,"Krishnarajanagara, Karnataka, India",09/23/2011,21.1,21.1,21.1,,,0,,,0,,,2,30,83.52,Partially cloudy
630,"Krishnarajanagara, Karnataka, India",09/24/2011,21.4,21.4,21.4,,,0.4,,,1.4,270,,8.6,10,77.79,Rain
631,"Krishnarajanagara, Karnataka, India",09/25/2011,,,,,,0,,,,,,,,,
632,"Krishnarajanagara, Karnataka, India",09/26/2011,23.4,23.4,23.4,,,0,,,1.8,297,,2.5,25.5,72.71,Partially cloudy
633,"Krishnarajanagara, Karnataka, India",09/27/2011,22.8,22.8,22.8,,,0.4,,,0.4,320,,2.5,16.8,73.09,Rain
634,"Krishnarajanagara, Karnataka, India",09/28/2011,,,,,,0,,,,,,,,,
635,"Krishnarajanagara, Karnataka, India",09/29/2011,,,,,,0,,,,,,,,,
636,"Krishnarajanagara, Karnataka, India",09/30/2011,,,,,,0,,,,,,,,,
637,"Krishnarajanagara, Karnataka, India",10-01-2011,,,,,,0,,,,,,,,,
638,"Krishnarajanagara, Karnataka, India",10-02-2011,21.8,21.8,21.8,,,0,,,0,,,1.7,75.5,91.2,Overcast
639,"Krishnarajanagara, Karnataka, India",10-03-2011,23.4,23.4,23.4,,,2,,,1.4,270,,2.5,50,84.22,"Rain, Partially cloudy"
640,"Krishnarajanagara, Karnataka, India",10-04-2011,,,,,,0,,,,,,,,,
641,"Krishnarajanagara, Karnataka, India",10-05-2011,,,,,,0,,,,,,,,,
642,"Krishnarajanagara, Karnataka, India",10-06-2011,22.7,22.7,22.7,,,0,,,0,,,2.5,23.2,78.51,Clear
643,"Krishnarajanagara, Karnataka, India",10-07-2011,23.4,23.4,23.4,,,0,,,1.4,230,,2.5,7.7,81.88,Clear
644,"Krishnarajanagara, Karnataka, India",10-08-2011,22.3,22.3,22.3,,,2,,,0,,,2.5,48.7,79.33,"Rain, Partially cloudy"
645,"Krishnarajanagara, Karnataka, India",10-09-2011,22.3,22.3,22.3,,,0,,,1.4,250,,1.2,44.5,86.49,Partially cloudy
646,"Krishnarajanagara, Karnataka, India",10-10-2011,22.4,22.4,22.4,,,9.65,,,1.4,250,,2.5,34.5,83.24,"Rain, Partially cloudy"
647,"Krishnarajanagara, Karnataka, India",10-11-2011,22.3,22.3,22.3,,,22.26,,,0,,,2,80,89.06,"Rain, Overcast"
648,"Krishnarajanagara, Karnataka, India",10-12-2011,21,21,21,,,1.75,,,0,,,2,97.7,93.64,"Rain, Overcast"
649,"Krishnarajanagara, Karnataka, India",10/13/2011,22.8,22.8,22.8,,,30.81,,,0.4,50,,2,82.3,90.38,"Rain, Overcast"
650,"Krishnarajanagara, Karnataka, India",10/14/2011,22.7,22.7,22.7,,,0,,,0,,,2.5,81,90,Overcast
651,"Krishnarajanagara, Karnataka, India",10/15/2011,24.4,24.4,24.4,,,5,,,1.4,180,,2.5,25.5,74.33,"Rain, Partially cloudy"
652,"Krishnarajanagara, Karnataka, India",10/16/2011,23.6,23.6,23.6,,,0,,,0,,,2,59,82.58,Partially cloudy
653,"Krishnarajanagara, Karnataka, India",10/17/2011,,,,,,0,,,,,,,,,
654,"Krishnarajanagara, Karnataka, India",10/18/2011,23.9,23.9,23.9,,,0,,,0,,,2,40,81.8,Partially cloudy
655,"Krishnarajanagara, Karnataka, India",10/19/2011,24.1,24.1,24.1,,,0.2,,,0.4,50,,2,34.5,78.62,"Rain, Partially cloudy"
656,"Krishnarajanagara, Karnataka, India",10/20/2011,23.7,23.7,23.7,,,0,,,0,,,2,90,82.56,Overcast
657,"Krishnarajanagara, Karnataka, India",10/21/2011,25.7,25.7,25.7,,,0.5,,,1.8,270,,2,80,73.91,"Rain, Overcast"
658,"Krishnarajanagara, Karnataka, India",10/22/2011,23.6,23.6,23.6,,,5,,,1.8,117,,1.8,84.5,84.59,"Rain, Overcast"
659,"Krishnarajanagara, Karnataka, India",10/23/2011,23.5,23.5,23.5,,,0,,,1.8,81,,1.2,49,80.49,Partially cloudy
660,"Krishnarajanagara, Karnataka, India",10/24/2011,21.4,21.4,21.4,,,24.87,,,2.2,81,,2,91,93.38,"Rain, Overcast"
661,"Krishnarajanagara, Karnataka, India",10/25/2011,23.6,23.6,23.6,,,13.52,,,2.6,65,,2,69,82.58,"Rain, Partially cloudy"
662,"Krishnarajanagara, Karnataka, India",10/26/2011,,,,,,0,,,,,,,,,
663,"Krishnarajanagara, Karnataka, India",10/27/2011,22.5,22.5,22.5,,,0,,,3.6,117,,2,61.3,82.55,Partially cloudy
664,"Krishnarajanagara, Karnataka, India",10/28/2011,23.2,23.2,23.2,,,26,,,5,101,,2,59,79.11,"Rain, Partially cloudy"
665,"Krishnarajanagara, Karnataka, India",10/29/2011,23.8,23.8,23.8,,,0,,,4.5,65,,2,59,77.62,Partially cloudy
666,"Krishnarajanagara, Karnataka, India",10/30/2011,22.2,22.2,22.2,,,1,,,1.8,90,,2,80,81.58,"Rain, Overcast"
667,"Krishnarajanagara, Karnataka, India",10/31/2011,22.2,22.2,22.2,,,0.2,,,2.6,81,,2,90,85.65,"Rain, Overcast"
668,"Krishnarajanagara, Karnataka, India",11-01-2011,21.5,21.5,21.5,,,0.3,,,0.8,50,,2,90,86.05,"Rain, Overcast"
669,"Krishnarajanagara, Karnataka, India",11-02-2011,22.1,22.1,22.1,,,0,,,1.8,50,,1,90,92.92,Overcast
670,"Krishnarajanagara, Karnataka, India",11-03-2011,22.2,22.2,22.2,,,10.03,,,0,,,1,100,90.3,"Rain, Overcast"
671,"Krishnarajanagara, Karnataka, India",11-04-2011,21.4,21.4,21.4,,,12.32,,,1.7,50,,1,100,93.77,"Rain, Overcast"
672,"Krishnarajanagara, Karnataka, India",11-05-2011,23.1,23.1,23.1,,,2,,,3.6,50,,1.8,61.3,82.54,"Rain, Partially cloudy"
673,"Krishnarajanagara, Karnataka, India",11-06-2011,,,,,,0,,,,,,,,,
674,"Krishnarajanagara, Karnataka, India",11-07-2011,,,,,,0,,,,,,,,,
675,"Krishnarajanagara, Karnataka, India",11-08-2011,22.6,22.6,22.6,,,0,,,2.2,50,,2,19,71.63,Clear
676,"Krishnarajanagara, Karnataka, India",11-09-2011,21.5,21.5,21.5,,,0,,,1.8,50,,2,6.8,57.13,Clear
677,"Krishnarajanagara, Karnataka, India",11-10-2011,20.8,20.8,20.8,,,0,,,1.8,81,,1.7,0,65.61,Clear
678,"Krishnarajanagara, Karnataka, India",11-11-2011,20.7,20.7,20.7,,,0,,,0.8,50,,2.5,7.7,68.96,Clear
679,"Krishnarajanagara, Karnataka, India",11-12-2011,20.2,20.2,20.2,,,0,,,0.4,320,,1.7,0,88.15,Clear
680,"Krishnarajanagara, Karnataka, India",11/13/2011,21.8,21.8,21.8,,,0,,,0.4,50,,1.7,0,77.15,Clear
681,"Krishnarajanagara, Karnataka, India",11/14/2011,21.4,21.4,21.4,,,0,,,3.6,50,,2.5,2.3,79.23,Clear
682,"Krishnarajanagara, Karnataka, India",11/15/2011,22.1,22.1,22.1,,,0,,,2.2,61,,2.5,0,71.03,Clear
683,"Krishnarajanagara, Karnataka, India",11/16/2011,22.4,22.4,22.4,,,0,,,1.2,90,,2.5,0,56.68,Clear
684,"Krishnarajanagara, Karnataka, India",11/17/2011,22.4,22.4,22.4,,,0,,,2.6,36,,1.7,0,58.5,Clear
685,"Krishnarajanagara, Karnataka, India",11/18/2011,22.8,22.8,22.8,,,0,,,5.4,59,,2,66.8,71.64,Partially cloudy
686,"Krishnarajanagara, Karnataka, India",11/19/2011,21.4,21.4,21.4,,,0,,,3.1,75,,1.7,11.3,73.57,Clear
687,"Krishnarajanagara, Karnataka, India",11/20/2011,19.4,19.4,19.4,,,0,,,4.9,65,,1.7,0,67.79,Clear
688,"Krishnarajanagara, Karnataka, India",11/21/2011,19.6,19.6,19.6,,,0,,,5.3,75,,2.5,9,72.88,Clear
689,"Krishnarajanagara, Karnataka, India",11/22/2011,20.1,20.1,20.1,,,0,,,4.5,75,,2.5,34.5,70.44,Partially cloudy
690,"Krishnarajanagara, Karnataka, India",11/23/2011,19.5,19.5,19.5,,,0,,,4.9,75,,2.5,33.2,79.38,Partially cloudy
691,"Krishnarajanagara, Karnataka, India",11/24/2011,,,,,,0,,,,,,,,,
692,"Krishnarajanagara, Karnataka, India",11/25/2011,,,,,,0,,,,,,,,,
693,"Krishnarajanagara, Karnataka, India",11/26/2011,,,,,,0,,,,,,,,,
694,"Krishnarajanagara, Karnataka, India",11/27/2011,21.5,21.5,21.5,,,11.19,,,4,75,,1.8,100,90.26,"Rain, Overcast"
695,"Krishnarajanagara, Karnataka, India",11/28/2011,21.9,21.9,21.9,,,4.76,,,0.8,50,,2,82.3,90.95,"Rain, Overcast"
696,"Krishnarajanagara, Karnataka, India",11/29/2011,20.8,20.8,20.8,,,11.71,,,1.8,105,,1.2,82.3,89.86,"Rain, Overcast"
697,"Krishnarajanagara, Karnataka, India",11/30/2011,22.4,22.4,22.4,,,1,,,3.2,50,,2,51.3,79.38,"Rain, Partially cloudy"
698,"Krishnarajanagara, Karnataka, India",12-01-2011,22.7,22.7,22.7,,,0,,,0.4,90,,2,92.3,83.72,Overcast
699,"Krishnarajanagara, Karnataka, India",12-02-2011,21.6,21.6,21.6,,,0,,,0.4,90,,2,88.7,90.3,Overcast
700,"Krishnarajanagara, Karnataka, India",12-03-2011,22.2,22.2,22.2,,,0,,,1.4,140,,2,45.5,85.37,Partially cloudy
701,"Krishnarajanagara, Karnataka, India",12-04-2011,22.1,22.1,22.1,,,0,,,1.8,230,,2,50,91.21,Partially cloudy
702,"Krishnarajanagara, Karnataka, India",12-05-2011,20,20,20,,,0.2,,,0.4,320,,0.8,22.6,93.99,Rain
703,"Krishnarajanagara, Karnataka, India",12-06-2011,21.3,21.3,21.3,,,0,,,1.2,50,,2.5,0,74.79,Clear
704,"Krishnarajanagara, Karnataka, India",12-07-2011,17.2,17.2,17.2,,,0,,,1.8,90,,2,0,84.69,Clear
705,"Krishnarajanagara, Karnataka, India",12-08-2011,20,20,20,,,0,,,2.6,50,,2,13.5,69.9,Clear
706,"Krishnarajanagara, Karnataka, India",12-09-2011,21.3,21.3,21.3,,,0,,,2.6,65,,2,6.8,79.9,Clear
707,"Krishnarajanagara, Karnataka, India",12-10-2011,22.4,22.4,22.4,,,0,,,3.6,65,,2,20.3,81.37,Clear
708,"Krishnarajanagara, Karnataka, India",12-11-2011,22.3,22.3,22.3,,,0,,,2.6,65,,2,60,83.26,Partially cloudy
709,"Krishnarajanagara, Karnataka, India",12-12-2011,21.7,21.7,21.7,,,0,,,2.2,50,,2,10,80.12,Clear
710,"Krishnarajanagara, Karnataka, India",12/13/2011,20.7,20.7,20.7,,,0,,,3.1,81,,2,6.8,75,Clear
711,"Krishnarajanagara, Karnataka, India",12/14/2011,20.1,20.1,20.1,,,0,,,3.6,65,,2,22.6,78.03,Clear
712,"Krishnarajanagara, Karnataka, India",12/15/2011,20.4,20.4,20.4,,,0,,,2.6,75,,2,2.3,78.94,Clear
713,"Krishnarajanagara, Karnataka, India",12/16/2011,20.2,20.2,20.2,,,0,,,4.5,65,,2,9,75.54,Clear
714,"Krishnarajanagara, Karnataka, India",12/17/2011,19.4,19.4,19.4,,,0,,,4.5,65,,2,9,70.83,Clear
715,"Krishnarajanagara, Karnataka, India",12/18/2011,17.4,17.4,17.4,,,0,,,4.9,65,,2,11.3,77.4,Clear
716,"Krishnarajanagara, Karnataka, India",12/19/2011,19.1,19.1,19.1,,,0,,,3.2,11,,2,6.8,73.94,Clear
717,"Krishnarajanagara, Karnataka, India",12/20/2011,17.8,17.8,17.8,,,0,,,0.8,50,,2,97.7,84.43,Overcast
718,"Krishnarajanagara, Karnataka, India",12/21/2011,17.6,17.6,17.6,,,0,,,5.9,65,,1.8,22.6,81.14,Clear
719,"Krishnarajanagara, Karnataka, India",12/22/2011,17.7,17.7,17.7,,,0,,,5.4,75,,2,11.3,74.77,Clear
720,"Krishnarajanagara, Karnataka, India",12/23/2011,17.4,17.4,17.4,,,0,,,3.6,75,,2,34.5,77.94,Partially cloudy
721,"Krishnarajanagara, Karnataka, India",12/24/2011,19.1,19.1,19.1,,,0,,,0.8,90,,2,2.3,69.33,Clear
722,"Krishnarajanagara, Karnataka, India",12/25/2011,17.9,17.9,17.9,,,0,,,0.4,90,,2,0,77.9,Clear
723,"Krishnarajanagara, Karnataka, India",12/26/2011,17.5,17.5,17.5,,,0,,,0,,,2,0,64.55,Clear
724,"Krishnarajanagara, Karnataka, India",12/27/2011,16,16,16,,,0,,,1.4,320,,2,9,75.88,Clear
725,"Krishnarajanagara, Karnataka, India",12/28/2011,16.1,16.1,16.1,,,0,,,0,,,2,0,74.73,Clear
726,"Krishnarajanagara, Karnataka, India",12/29/2011,18.3,18.3,18.3,,,0,,,0,,,2,19,62.94,Clear
727,"Krishnarajanagara, Karnataka, India",12/30/2011,21.3,21.3,21.3,,,0,,,0.4,50,,2,86.5,71.19,Overcast
728,"Krishnarajanagara, Karnataka, India",12/31/2011,19.4,19.4,19.4,,,0,,,5.9,59,,2,90,78,Overcast
729,"Krishnarajanagara, Karnataka, India",01-01-2012,20.4,20.4,20.4,,,0,,,3.6,81,,2,20.3,66.78,Clear
730,"Krishnarajanagara, Karnataka, India",01-02-2012,20.7,20.7,20.7,,,0,,,0.4,50,,2,2.3,75.78,Clear
731,"Krishnarajanagara, Karnataka, India",01-03-2012,20.9,20.9,20.9,,,0,,,0,,,1,0,75.46,Clear
732,"Krishnarajanagara, Karnataka, India",01-04-2012,21.6,21.6,21.6,,,0,,,1.8,90,,2,0,74.81,Clear
733,"Krishnarajanagara, Karnataka, India",01-05-2012,22.3,22.3,22.3,,,0.2,,,3.2,75,,1.8,49,81.29,"Rain, Partially cloudy"
734,"Krishnarajanagara, Karnataka, India",01-06-2012,21.4,21.4,21.4,,,0,,,1.8,75,,2,31,76.64,Partially cloudy
735,"Krishnarajanagara, Karnataka, India",01-07-2012,20.6,20.6,20.6,,,0,,,1.8,146,,2,0,75.82,Clear
736,"Krishnarajanagara, Karnataka, India",01-08-2012,19.8,19.8,19.8,,,0,,,1.8,86,,2,0,76.21,Clear
737,"Krishnarajanagara, Karnataka, India",01-09-2012,20,20,20,,,0,,,0,,,2,0,79.93,Clear
738,"Krishnarajanagara, Karnataka, India",01-10-2012,20.1,20.1,20.1,,,0,,,0,,,2,69.7,88.63,Partially cloudy
739,"Krishnarajanagara, Karnataka, India",01-11-2012,19.4,19.4,19.4,,,0,,,0,,,2,61.9,75.77,Partially cloudy
740,"Krishnarajanagara, Karnataka, India",01-12-2012,20.8,20.8,20.8,,,0,,,0.4,50,,2,31,67.9,Partially cloudy
741,"Krishnarajanagara, Karnataka, India",01/13/2012,21,21,21,,,0,,,1.8,65,,3.5,28.1,76.39,Partially cloudy
742,"Krishnarajanagara, Karnataka, India",01/14/2012,18.8,18.8,18.8,,,0,,,3.2,65,,2,43.5,82.63,Partially cloudy
743,"Krishnarajanagara, Karnataka, India",01/15/2012,17.8,17.8,17.8,,,0,,,3.6,59,,2,0,75.85,Clear
744,"Krishnarajanagara, Karnataka, India",01/16/2012,16.7,16.7,16.7,,,0,,,1.4,70,,2,0,63.9,Clear
745,"Krishnarajanagara, Karnataka, India",01/17/2012,18,18,18,,,0,,,0,,,2,2.3,57.15,Clear
746,"Krishnarajanagara, Karnataka, India",01/18/2012,19.4,19.4,19.4,,,0,,,2.8,230,,2,0,81.25,Clear
747,"Krishnarajanagara, Karnataka, India",01/19/2012,19.7,19.7,19.7,,,0,,,0,,,2,0,83.89,Clear
748,"Krishnarajanagara, Karnataka, India",01/20/2012,20.3,20.3,20.3,,,0,,,0,,,2,9,76.48,Clear
749,"Krishnarajanagara, Karnataka, India",01/21/2012,19.5,19.5,19.5,,,0,,,1.4,90,,2,0,72.72,Clear
750,"Krishnarajanagara, Karnataka, India",01/22/2012,,,,,,0,,,,,,,,,
751,"Krishnarajanagara, Karnataka, India",01/23/2012,19.1,19.1,19.1,,,0,,,0.8,90,,2,2.3,65.13,Clear
752,"Krishnarajanagara, Karnataka, India",01/24/2012,19.4,19.4,19.4,,,0,,,3.2,81,,2,0,69.07,Clear
753,"Krishnarajanagara, Karnataka, India",01/25/2012,19.5,19.5,19.5,,,0,,,2.2,59,,2,0,60.77,Clear
754,"Krishnarajanagara, Karnataka, India",01/26/2012,17.8,17.8,17.8,,,0,,,2.2,65,,2,0,68.58,Clear
755,"Krishnarajanagara, Karnataka, India",01/27/2012,19.6,19.6,19.6,,,0,,,0,,,2,0,67.42,Clear
756,"Krishnarajanagara, Karnataka, India",01/28/2012,18.1,18.1,18.1,,,0,,,0,,,2,0,77.26,Clear
757,"Krishnarajanagara, Karnataka, India",01/29/2012,19.1,19.1,19.1,,,0,,,2.8,110,,2,11.3,83.34,Clear
758,"Krishnarajanagara, Karnataka, India",01/30/2012,,,,,,0,,,,,,,,,
759,"Krishnarajanagara, Karnataka, India",01/31/2012,20.5,20.5,20.5,,,0,,,1.8,65,,2,18.1,71.22,Clear
760,"Krishnarajanagara, Karnataka, India",02-01-2012,20,20,20,,,0,,,1.8,65,,2,9,70.42,Clear
761,"Krishnarajanagara, Karnataka, India",02-02-2012,19,19,19,,,0,,,3.1,59,,2,0,64.34,Clear
762,"Krishnarajanagara, Karnataka, India",02-03-2012,19.5,19.5,19.5,,,0,,,2.6,75,,2,0,61.98,Clear
763,"Krishnarajanagara, Karnataka, India",02-04-2012,19.4,19.4,19.4,,,0,,,3.6,50,,2,6.8,78.03,Clear
764,"Krishnarajanagara, Karnataka, India",02-05-2012,19.6,19.6,19.6,,,0,,,1.8,111,,2,0,78.48,Clear
765,"Krishnarajanagara, Karnataka, India",02-06-2012,21.4,21.4,21.4,,,0,,,3.2,101,,2,11.3,75.13,Clear
766,"Krishnarajanagara, Karnataka, India",02-07-2012,21.1,21.1,21.1,,,0,,,3.2,90,,2,30,82.17,Partially cloudy
767,"Krishnarajanagara, Karnataka, India",02-08-2012,,,,,,0,,,,,,,,,
768,"Krishnarajanagara, Karnataka, India",02-09-2012,22.7,22.7,22.7,,,0,,,0,,,2,16.8,70.15,Clear
769,"Krishnarajanagara, Karnataka, India",02-10-2012,23.5,23.5,23.5,,,0,,,3.2,96,,2,9,75.83,Clear
770,"Krishnarajanagara, Karnataka, India",02-11-2012,,,,,,0,,,,,,,,,
771,"Krishnarajanagara, Karnataka, India",02-12-2012,21.6,21.6,21.6,,,0,,,0.4,90,,2,53.5,77.54,Partially cloudy
772,"Krishnarajanagara, Karnataka, India",02/13/2012,19.8,19.8,19.8,,,0,,,1.8,34,,1.2,84.2,94.4,Overcast
773,"Krishnarajanagara, Karnataka, India",02/14/2012,21.8,21.8,21.8,,,0,,,2.8,90,,2,6.8,70.3,Clear
774,"Krishnarajanagara, Karnataka, India",02/15/2012,20.8,20.8,20.8,,,0,,,1.4,110,,2,43.5,75.62,Partially cloudy
775,"Krishnarajanagara, Karnataka, India",02/16/2012,21.5,21.5,21.5,,,0,,,1.4,90,,2,0,69.53,Clear
776,"Krishnarajanagara, Karnataka, India",02/17/2012,22.8,22.8,22.8,,,0,,,2.8,140,,2,0,68.91,Clear
777,"Krishnarajanagara, Karnataka, India",02/18/2012,22.5,22.5,22.5,,,0,,,3.6,90,,2,0,75.75,Clear
778,"Krishnarajanagara, Karnataka, India",02/19/2012,21.7,21.7,21.7,,,0,,,1.8,65,,2,0,54.19,Clear
779,"Krishnarajanagara, Karnataka, India",02/20/2012,22,22,22,,,0,,,2.2,90,,2,0,46.36,Clear
780,"Krishnarajanagara, Karnataka, India",02/21/2012,21.7,21.7,21.7,,,0,,,0,,,2,9,56.33,Clear
781,"Krishnarajanagara, Karnataka, India",02/22/2012,23.4,23.4,23.4,,,0,,,0.4,90,,2,7.7,67.38,Clear
782,"Krishnarajanagara, Karnataka, India",02/23/2012,21.2,21.2,21.2,,,0,,,2.2,59,,2,42.3,50.15,Partially cloudy
783,"Krishnarajanagara, Karnataka, India",02/24/2012,21.4,21.4,21.4,,,0,,,0.8,90,,2,19,51.65,Clear
784,"Krishnarajanagara, Karnataka, India",02/25/2012,22.3,22.3,22.3,,,0,,,2.6,65,,2,7.7,44.81,Clear
785,"Krishnarajanagara, Karnataka, India",02/26/2012,22.3,22.3,22.3,,,0,,,1.2,90,,2,7.7,47.42,Clear
786,"Krishnarajanagara, Karnataka, India",02/27/2012,22,22,22,,,0,,,1.7,90,,2,9,41.12,Clear
787,"Krishnarajanagara, Karnataka, India",02/28/2012,21.4,21.4,21.4,,,0,,,0,,,2,7.7,47.52,Clear
788,"Krishnarajanagara, Karnataka, India",02/29/2012,19.7,19.7,19.7,,,0,,,0,,,2,0,81.29,Clear
789,"Krishnarajanagara, Karnataka, India",03-01-2012,22.2,22.2,22.2,,,0,,,1.4,70,,2,0,71.9,Clear
790,"Krishnarajanagara, Karnataka, India",03-02-2012,22,22,22,,,0,,,1.4,230,,2,0,79.07,Clear
791,"Krishnarajanagara, Karnataka, India",03-03-2012,21.5,21.5,21.5,,,0,,,2.8,180,,2,0,75.93,Clear
792,"Krishnarajanagara, Karnataka, India",03-04-2012,20.9,20.9,20.9,,,0,,,1.4,90,,2,0,73.86,Clear
793,"Krishnarajanagara, Karnataka, India",03-05-2012,18.7,18.7,18.7,,,0,,,0,,,2,50,60.48,Partially cloudy
794,"Krishnarajanagara, Karnataka, India",03-06-2012,23.2,23.2,23.2,,,0,,,2.8,270,,2,0,76.51,Clear
795,"Krishnarajanagara, Karnataka, India",03-07-2012,24.9,24.9,24.9,,,0,,,0,,,2,0,67.22,Clear
796,"Krishnarajanagara, Karnataka, India",03-08-2012,22.3,22.3,22.3,,,0.1,,,2.8,250,,2,31,78.15,"Rain, Partially cloudy"
797,"Krishnarajanagara, Karnataka, India",03-09-2012,21.7,21.7,21.7,,,0,,,1.4,180,,2,0,73.95,Clear
798,"Krishnarajanagara, Karnataka, India",03-10-2012,22.3,22.3,22.3,,,0,,,3.2,229,,2,0,66.44,Clear
799,"Krishnarajanagara, Karnataka, India",03-11-2012,21.9,21.9,21.9,,,0,,,0.8,90,,2,0,82.31,Clear
800,"Krishnarajanagara, Karnataka, India",03-12-2012,24.3,24.3,24.3,,,0,,,0,,,2,41.3,68.08,Partially cloudy
801,"Krishnarajanagara, Karnataka, India",03/13/2012,25.4,25.4,25.4,,,0,,,5,90,,2,7.7,65.14,Clear
802,"Krishnarajanagara, Karnataka, India",03/14/2012,,,,,,0,,,,,,,,,
803,"Krishnarajanagara, Karnataka, India",03/15/2012,24.7,24.7,24.7,,,0,,,3.1,144,,2,23.2,71.57,Clear
804,"Krishnarajanagara, Karnataka, India",03/16/2012,24.6,24.6,24.6,,,0,,,3.2,175,,2,23.2,76.84,Clear
805,"Krishnarajanagara, Karnataka, India",03/17/2012,23.9,23.9,23.9,,,0,,,0,,,2,0,77.84,Clear
806,"Krishnarajanagara, Karnataka, India",03/18/2012,24.1,24.1,24.1,,,0,,,1.4,160,,3.5,0,76.47,Clear
807,"Krishnarajanagara, Karnataka, India",03/19/2012,24,24,24,,,0,,,1.4,270,,2,0,74.39,Clear
808,"Krishnarajanagara, Karnataka, India",03/20/2012,23.7,23.7,23.7,,,0,,,2.8,250,,2,0,70.1,Clear
809,"Krishnarajanagara, Karnataka, India",03/21/2012,24.1,24.1,24.1,,,0,,,1.4,180,,2,0,67.62,Clear
810,"Krishnarajanagara, Karnataka, India",03/22/2012,23.6,23.6,23.6,,,0,,,1.4,250,,8.2,0,73.13,Clear
811,"Krishnarajanagara, Karnataka, India",03/23/2012,22.9,22.9,22.9,,,0,,,0,,,4,0,85.82,Clear
812,"Krishnarajanagara, Karnataka, India",03/24/2012,23.7,23.7,23.7,,,0,,,0.4,90,,2,0,78.34,Clear
813,"Krishnarajanagara, Karnataka, India",03/25/2012,21.8,21.8,21.8,,,0,,,0.4,140,,3.5,0,85.27,Clear
814,"Krishnarajanagara, Karnataka, India",03/26/2012,21.7,21.7,21.7,,,0,,,1.4,270,,2,23.2,84.55,Clear
815,"Krishnarajanagara, Karnataka, India",03/27/2012,22.1,22.1,22.1,,,0,,,1.8,326,,8.2,53.2,81.22,Partially cloudy
816,"Krishnarajanagara, Karnataka, India",03/28/2012,24.1,24.1,24.1,,,0,,,1.8,151,,2,6.8,69.16,Clear
817,"Krishnarajanagara, Karnataka, India",03/29/2012,25.4,25.4,25.4,,,0,,,0,,,2,0,71.97,Clear
818,"Krishnarajanagara, Karnataka, India",03/30/2012,23.6,23.6,23.6,,,0,,,3.2,286,,2,0,69.65,Clear
819,"Krishnarajanagara, Karnataka, India",03/31/2012,23.6,23.6,23.6,,,0,,,2.6,90,,2,52.3,71.57,Partially cloudy
820,"Krishnarajanagara, Karnataka, India",04-01-2012,23.4,23.4,23.4,,,5,,,0,,,2,0,70.35,Rain
821,"Krishnarajanagara, Karnataka, India",04-02-2012,24.7,24.7,24.7,,,2,,,1.4,230,,2,7.7,71.69,Rain
822,"Krishnarajanagara, Karnataka, India",04-03-2012,23.7,23.7,23.7,,,0,,,0.4,320,,2,7.7,80.9,Clear
823,"Krishnarajanagara, Karnataka, India",04-04-2012,23.6,23.6,23.6,,,0,,,1.8,281,,2,23.2,81.07,Clear
824,"Krishnarajanagara, Karnataka, India",04-05-2012,23.6,23.6,23.6,,,0,,,0.4,320,,8.2,0,77,Clear
825,"Krishnarajanagara, Karnataka, India",04-06-2012,24.5,24.5,24.5,,,0,,,0,,,3.5,0,72.28,Clear
